#Substance=Water
#Formula=H2O
#Concentration=pure
#Matrix=NA
#Flowrate=0.19mlpmin
#Laser Intensity=98.5%
#Flashlamp energy=FL5.38J
#Ion mode=pos
#date=2019-11-14-140127
#fullscale=2.000000
#solution=Water_H2O_pure_NA_0.19mlpmin_98.5%_FL5.38J_pos
#plasmaordesorption=des
#plasmacriterion=m16greater0.02
#energydensity=1152
#delaytime=053
#mcp=156
#wavelength=2840
#focusdiameter=210
#focusdiameterdesc=10_90
#laserpower=50
#waterjetposition=B
#nozzlediameter=16
#numberofspectra=98
#masscalibrationa=0.349710
#masscalibrationb=-0.226610
#masscalibrationc=0.392110
##mcal_form=att+bt+c
##########
0.39211000	0.00784613
0.39188374	0.00776766
0.39165818	0.00802301
0.39143332	0.00805664
0.39120916	0.00842846
0.39098569	0.00846022
0.39076293	0.00849821
0.39054087	0.00822604
0.39031950	0.00819366
0.39009884	0.00789845
0.38987887	0.00793208
0.38965960	0.00768420
0.38944104	0.00764559
0.38922317	0.00769541
0.38900600	0.00806972
0.38878953	0.00799436
0.38857377	0.00791339
0.38835870	0.00797692
0.38814433	0.00799498
0.38793066	0.00781250
0.38771768	0.00783492
0.38750541	0.00767424
0.38729384	0.00783243
0.38708297	0.00781873
0.38687279	0.00797194
0.38666332	0.00785547
0.38645454	0.00805975
0.38624647	0.00802924
0.38603909	0.00830888
0.38583242	0.00845275
0.38562644	0.00839545
0.38542116	0.00821608
0.38521658	0.00812640
0.38501270	0.00788537
0.38480952	0.00786232
0.38460704	0.00772904
0.38440526	0.00776766
0.38420418	0.00764123
0.38400380	0.00788537
0.38380412	0.00825345
0.38360514	0.00832694
0.38340685	0.00820113
0.38320927	0.00799000
0.38301238	0.00826341
0.38281620	0.00818432
0.38262071	0.00800931
0.38242593	0.00806661
0.38223184	0.00787354
0.38203845	0.00813138
0.38184576	0.00798813
0.38165378	0.00793706
0.38146249	0.00798439
0.38127190	0.00801491
0.38108201	0.00807408
0.38089281	0.00815442
0.38070432	0.00811145
0.38051653	0.00812141
0.38032944	0.00813636
0.38014304	0.00791962
0.37995735	0.00783554
0.37977236	0.00776018
0.37958806	0.00762379
0.37940447	0.00745439
0.37922157	0.00779008
0.37903937	0.00823725
0.37885787	0.00820611
0.37867708	0.00834687
0.37849698	0.00825594
0.37831758	0.00808467
0.37813888	0.00795450
0.37796088	0.00805975
0.37778358	0.00787042
0.37760698	0.00799436
0.37743107	0.00777887
0.37725587	0.00783492
0.37708137	0.00779880
0.37690756	0.00802425
0.37673446	0.00828334
0.37656206	0.00851004
0.37639035	0.00866450
0.37621934	0.00870934
0.37604904	0.00870436
0.37587943	0.00837054
0.37571052	0.00812951
0.37554231	0.00797443
0.37537480	0.00749175
0.37520800	0.00756587
0.37504188	0.00754407
0.37487647	0.00775084
0.37471176	0.00764310
0.37454775	0.00764434
0.37438444	0.00761818
0.37422183	0.00803297
0.37405991	0.00808404
0.37389870	0.00826404
0.37373818	0.00811394
0.37357837	0.00753348
0.37341925	0.00748926
0.37326083	0.00759888
0.37310312	0.00777077
0.37294610	0.00814632
0.37278978	0.00788724
0.37263416	0.00830576
0.37247924	0.00833317
0.37232502	0.00830576
0.37217150	0.00836555
0.37201868	0.00857482
0.37186656	0.00832071
0.37171514	0.00834064
0.37156441	0.00795512
0.37141439	0.00778011
0.37126507	0.00767611
0.37111644	0.00759327
0.37096852	0.00762317
0.37082129	0.00812453
0.37067476	0.00822355
0.37052894	0.00840354
0.37038381	0.00796945
0.37023938	0.00778572
0.37009565	0.00787976
0.36995262	0.00786046
0.36981029	0.00783492
0.36966866	0.00781997
0.36952773	0.00763874
0.36938750	0.00777077
0.36924797	0.00796696
0.36910914	0.00845835
0.36897100	0.00849759
0.36883357	0.00839047
0.36869683	0.00802675
0.36856080	0.00797194
0.36842546	0.00784239
0.36829083	0.00810709
0.36815689	0.00820362
0.36802365	0.00816937
0.36789111	0.00764870
0.36775928	0.00757895
